onset	duration	offset	trial	condition	regularity	frequency	word	correct	response_time	word_freq	nb_letters	nb_phonemes	nb_syllables	imageability
12.5754	0.1853	12.7607	1	word	regular	high	bleu	1	0.773	99.03	4	3	1	4.6226
14.9663	0.2013	15.1677	2	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.6241	0.2014	17.8255	3	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.0081	0.1859	20.1939	4	word	regular	low	blaguer	1	0.776	0.39	7	5	2	2.5849
22.6682	0.1854	22.8536	5	word	regular	low	bouquiner	1	0.6493	0.52	8	6	3	3.8113
25.0483	0.1848	25.2332	6	word	regular	high	carnet	1	0.8374	14.19	6	5	2	4.8302
27.7086	0.1854	27.894	7	word	irregular	low	transit	1	0.8965	4.03	7	5	2	2.3208
30.0848	0.2017	30.2865	8	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.7468	0.1848	32.9317	9	word	regular	low	trognon	1	0.8388	1.13	7	5	2	4.6038
35.1241	0.2024	35.3265	10	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
37.787	0.1848	37.9718	11	word	irregular	high	bourg	1	0.7098	10.23	5	3	1	3.5849
40.1668	0.1849	40.3517	12	word	irregular	high	écho	1	0.7371	26.48	4	3	2	2.7547
42.8261	0.1849	43.011	13	word	irregular	low	cassis	0	n/a	3.39	6	4	2	4.5283
45.5045	0.2016	45.7061	14	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	n/a	n/a	15	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
50.2455	0.1853	50.4308	16	word	irregular	low	quartz	1	0.8379	5.35	6	6	1	3.5094
52.6075	0.1848	52.7923	17	word	irregular	low	cacahuète	1	0.816	0.39	9	7	3	4.8679
n/a	n/a	n/a	18	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.6465	0.1847	57.8312	19	word	regular	low	bambou	1	0.6921	2.55	6	4	2	4.8679
n/a	n/a	n/a	20	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
62.9854	0.1847	63.1701	21	word	irregular	high	éther	1	0.9147	7.26	5	4	2	2.4151
65.3658	0.1851	65.5509	22	word	regular	high	taper	1	0.7788	10	5	4	2	3.8113
67.7246	0.1847	67.9093	23	word	regular	high	mer	1	0.731	216.9	3	3	1	4.7925
70.4065	0.1849	70.5914	24	word	regular	high	créature	1	0.6775	12.19	8	7	3	3.2453
72.7662	0.1854	72.9516	25	word	irregular	high	fer	1	0.7818	100.77	3	3	1	3.7547
75.4447	0.1853	75.63	26	word	irregular	low	lichen	1	0.6004	1.42	6	5	2	4.3019
77.805	0.2015	78.0064	27	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
80.1861	0.1861	80.3722	28	word	regular	high	revenant	1	0.9435	14.45	8	6	3	3.3019
82.5451	0.1848	82.73	29	word	irregular	low	oasis	1	0.8923	4.32	5	5	3	4.6792
84.9254	0.1848	85.1102	30	word	regular	high	forêt	1	0.8082	72.39	5	4	2	4.8679
87.5856	0.1858	87.7714	31	word	regular	low	orangeade	1	0.7138	0.94	9	6	3	4.0189
n/a	n/a	n/a	32	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
92.3445	0.185	92.5295	33	word	irregular	high	chaos	1	0.8935	9.13	5	3	2	2.6792
94.7056	0.185	94.8905	34	word	regular	high	faim	1	0.8216	46.71	4	2	1	2.5283
97.3839	0.2023	97.5862	35	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
100.0437	0.1853	100.2291	36	word	irregular	high	nerf	1	0.6955	11.23	4	3	1	3.7358
n/a	n/a	n/a	37	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
104.7857	0.185	104.9708	38	word	irregular	high	granit	1	0.9123	5.97	6	6	2	4.0377
107.1628	0.2015	107.3643	39	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
109.5238	0.1847	109.7085	40	word	regular	high	flou	1	0.9113	6.32	4	3	1	3.4717
111.9044	0.1847	112.0891	41	word	irregular	low	linguiste	1	0.7972	1.42	9	7	2	2.2453
114.5644	0.1847	114.7491	42	word	irregular	high	huit	1	0.7575	116.03	4	3	1	3.7358
116.9434	0.1848	117.1282	43	word	regular	high	chic	1	0.9007	9.13	4	3	1	3.283
n/a	n/a	n/a	44	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.6841	0.1854	121.8695	45	word	regular	high	peur	1	0.7246	181.58	4	3	1	2.8868
n/a	n/a	n/a	46	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
126.7213	0.2015	126.9228	47	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
129.102	0.2015	129.3035	48	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
131.7638	0.1861	131.9499	49	word	regular	high	vert	1	0.7524	63.35	4	3	1	4.4717
134.4434	0.1849	134.6282	50	word	irregular	high	ours	1	0.5535	12.94	4	3	1	4.9623
136.8029	0.2015	137.0045	51	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
139.1836	0.1849	139.3686	52	word	irregular	low	dolmen	1	0.7813	0.61	6	6	2	4.3585
n/a	n/a	n/a	53	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
144.2228	0.1848	144.4077	54	word	irregular	high	examen	1	0.9465	58.74	6	6	3	3.434
146.5842	0.1849	146.7691	55	word	irregular	high	monsieur	1	0.7407	192.97	8	5	2	3.9623
148.9651	0.1849	149.1499	56	word	irregular	high	hier	1	0.845	64.68	4	3	1	2.1321
151.6232	0.1849	151.808	57	word	regular	low	levain	1	0.7076	1.29	6	4	2	2.8868
154.0008	0.2016	154.2023	58	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	n/a	n/a	59	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
158.7426	0.1849	158.9275	60	word	regular	high	balai	1	0.6918	7.71	5	4	2	4.9057
n/a	n/a	n/a	61	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
163.7791	0.2014	163.9805	62	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
166.1619	0.1851	166.347	63	word	regular	high	pile	1	0.7223	17.52	4	3	1	4.4717
168.5208	0.1846	168.7054	64	word	regular	low	oie	1	0.6861	3.48	3	2	1	4.9623
