onset	duration	offset	trial	condition	regularity	frequency	word	correct	response_time	word_freq	nb_letters	nb_phonemes	nb_syllables	imageability
12.5681	0.1846	12.7527	1	word	irregular	high	ville	1	0.9101	227.16	5	3	1	4.3396
14.9666	0.1847	15.1513	2	word	regular	high	sorcier	1	0.611	5.87	7	6	2	4.5094
n/a	n/a	n/a	3	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.0054	0.2015	20.2069	4	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.6655	0.1849	22.8504	5	word	regular	low	oxyde	1	0.679	4.61	5	5	2	2.1321
25.3465	0.1849	25.5314	6	word	irregular	high	chaos	1	0.73	9.13	5	3	2	2.6792
27.7059	0.1849	27.8908	7	word	regular	low	berline	1	0.7113	1.35	7	6	2	3.8868
30.3879	0.1849	30.5728	8	word	regular	high	adresse	1	0.5872	44	7	5	2	3.1509
32.7469	0.185	32.9319	9	word	regular	low	ulcère	1	0.6431	2.71	6	5	2	2.8679
35.1282	0.1848	35.3131	10	word	irregular	high	août	1	0.662	37.77	4	2	1	2.7358
n/a	n/a	n/a	11	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
40.1669	0.1854	40.3523	12	word	regular	low	porcelet	1	0.9123	0.16	8	7	3	4.6226
42.5257	0.1848	42.7105	13	word	irregular	low	oasis	1	0.6572	4.32	5	5	3	4.6792
44.9044	0.2015	45.1059	14	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
47.5661	0.185	47.7511	15	word	regular	high	créature	1	0.6845	12.19	8	7	3	3.2453
49.9453	0.1863	50.1316	16	word	regular	high	revenant	1	0.7794	14.45	8	6	3	3.3019
52.3025	0.2016	52.5041	17	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
54.6857	0.1848	54.8706	18	word	irregular	high	fer	1	0.8505	100.77	3	3	1	3.7547
57.345	0.1857	57.5307	19	word	regular	high	vice	1	0.6701	16.26	4	3	1	1.8302
n/a	n/a	n/a	20	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
62.6852	0.1846	62.8698	21	word	regular	high	squelette	1	0.6585	8.52	9	6	2	4.9245
65.0643	0.1852	65.2494	22	word	regular	low	cursif	1	0.762	0.23	6	6	2	1.6981
67.4222	0.2013	67.6235	23	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
69.8044	0.1847	69.9892	24	word	regular	low	spire	1	0.8334	1.39	5	4	1	1.9811
72.4636	0.1847	72.6482	25	word	irregular	high	équateur	1	0.6584	5.84	8	7	3	3.8679
74.8426	0.2018	75.0444	26	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	n/a	n/a	27	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.5834	0.2015	79.7849	28	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
81.9654	0.1849	82.1504	29	word	irregular	low	transat	1	0.9328	0.52	7	6	2	4.6226
84.3248	0.1849	84.5097	30	word	irregular	high	clef	1	0.6536	24.13	4	3	1	4.9623
86.7028	0.2016	86.9044	31	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
89.0857	0.1849	89.2705	32	word	regular	low	golf	1	0.8583	4.65	4	4	1	4.6415
91.7446	0.1848	91.9294	33	word	irregular	low	chorale	1	0.6518	1.97	7	5	2	4.5472
94.1231	0.185	94.3081	34	word	regular	low	girouette	1	0.8253	1	9	6	2	4.4717
96.784	0.1848	96.9688	35	word	regular	low	faucon	1	0.5652	1.58	6	4	2	4.8113
99.1645	0.1849	99.3493	36	word	regular	low	duo	1	0.6153	2.06	3	3	1	3.4528
101.8217	0.2015	102.0233	37	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
104.4844	0.1849	104.6692	38	word	irregular	low	scout	1	0.6488	1.84	5	4	1	4.5849
107.1639	0.1854	107.3493	39	word	irregular	high	déficit	1	0.7281	11.84	7	7	3	1.8491
109.521	0.2015	109.7225	40	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
111.9038	0.1849	112.0887	41	word	irregular	high	huit	1	0.7182	116.03	4	3	1	3.7358
114.2836	0.1847	114.4683	42	word	regular	low	bouffon	1	0.5813	2.06	7	4	2	3.9057
116.9424	0.1846	117.127	43	word	regular	low	odorat	1	0.6824	1.65	6	5	3	2.434
119.3205	0.2015	119.522	44	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.6827	0.1845	121.8673	45	word	irregular	low	dot	1	0.8643	3.1	3	3	1	2.1509
124.3618	0.2014	124.5633	46	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
126.7224	0.1853	126.9078	47	word	irregular	high	amer	1	0.6846	8.23	4	4	2	2.1698
129.1035	0.1849	129.2884	48	word	irregular	low	machisme	0	n/a	0.13	8	7	2	2.3208
131.4621	0.1854	131.6475	49	word	irregular	low	bacille	0	n/a	1.74	7	5	2	3.0189
133.8418	0.1848	134.0266	50	word	irregular	low	agenda	1	0.6194	3.06	6	5	3	4.566
136.2237	0.1848	136.4085	51	word	regular	low	cocon	1	0.7838	2.03	5	4	2	4.3208
138.8824	0.1853	139.0678	52	word	irregular	low	escroc	1	0.6055	1.58	6	5	2	2.8868
141.2619	0.185	141.4469	53	word	irregular	high	hier	1	0.5431	64.68	4	3	1	2.1321
143.6205	0.2021	143.8227	54	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	n/a	n/a	55	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
148.462	0.1849	148.6469	56	word	irregular	high	outil	1	0.7633	11.94	5	3	2	4.0755
150.84	0.2014	151.0415	57	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
