onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
7.3298628276425	5	12.3298628276425	1	instructions lexical decision	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.5604	0.2015	17.7619	1	lexical decision	1	word	congruent	nain	n ain	1	0.8623	8.99	4	2	2	1
24.8474	0.2016	25.049	1	lexical decision	2	pseudoword	incongruent	moustesse	mo us te s se	1	0.6811	n/a	9	6	1.5	2
29.8154	0.2016	30.017	1	lexical decision	3	word	congruent	fantaisie	f an t ai s ie	0	0.59	16.89	9	6	1.5	3
32.4516	0.2015	32.6531	1	lexical decision	4	pseudoword	congruent	dessirrant	d e ss i rr ant	1	0.7599	n/a	10	6	1.667	3
35.1292	0.202	35.3312	1	lexical decision	5	word	incongruent	chapeau	c ha pea u	1	0.6651	88.04	7	4	1.75	2
37.4928	0.2016	37.6944	1	lexical decision	6	word	incongruent	orangeade	o ra n g ea de	1	0.6866	2.03	9	6	1.5	3
45.0783	0.2017	45.2801	1	lexical decision	7	pseudoword	incongruent	couffet	co uf fe t	1	0.8869	n/a	7	4	1.75	2
47.4722	0.2022	47.6744	1	lexical decision	8	pseudoword	congruent	vanchente	v an ch en te	1	0.7531	n/a	9	5	1.8	2
49.8499	0.2016	50.0515	1	lexical decision	9	pseudoword	incongruent	loudetain	lo u de t ai n	1	0.7493	n/a	9	6	1.5	3
52.2537	0.2014	52.4552	1	lexical decision	10	pseudoword	incongruent	vanrreau	va nr rea u	1	0.6415	n/a	8	4	2	2
54.8874	0.2016	55.0889	1	lexical decision	11	pseudoword	incongruent	encousse	e nco us se	1	0.7556	n/a	8	4	2	2
57.5471	0.2013	57.7484	1	lexical decision	12	word	congruent	humain	hu m ain	1	0.56	111.55	6	3	2	2
59.9293	0.2014	60.1307	1	lexical decision	13	pseudoword	congruent	retouffant	r e t ou ff ant	1	0.8097	n/a	10	6	1.667	3
64.5966	0.2021	64.7987	1	lexical decision	14	word	incongruent	moussant	mo us sa nt	1	0.8194	0.61	8	4	2	2
67.2837	0.2015	67.4852	1	lexical decision	15	word	incongruent	douillet	do uil let	1	0.5913	6.96	8	4	2	2
69.6087	0.2015	69.8103	1	lexical decision	16	word	incongruent	envoûtant	e nvo ût a nt	1	0.5972	1.49	9	5	1.8	3
71.9874	0.2021	72.1894	1	lexical decision	17	pseudoword	incongruent	bombin	bo m bi n	1	0.8895	n/a	6	4	1.5	2
74.3498	0.2016	74.5513	1	lexical decision	18	pseudoword	congruent	liondain	l i on d ain	1	0.7791	n/a	8	5	1.6	2
77.0301	0.2016	77.2317	1	lexical decision	19	word	congruent	mousson	m ou ss on	1	0.8897	17.36	7	4	1.75	2
79.3895	0.2016	79.5911	1	lexical decision	20	word	congruent	chapiteau	ch a p i t eau	1	0.5163	3.45	9	6	1.5	3
82.0683	0.2034	82.2717	1	lexical decision	21	pseudoword	incongruent	mougnant	mo ug na nt	1	0.8934	n/a	8	4	2	2
84.4292	0.2015	84.6308	1	lexical decision	22	word	congruent	andouille	an d ou ille	1	0.7086	6.28	9	4	2.25	2
92.3174	0.2022	92.5196	1	lexical decision	23	word	incongruent	moussante	mo us sa nt e	1	1.063	0.61	9	5	1.8	2
94.7062	0.2016	94.9078	1	lexical decision	24	pseudoword	incongruent	veillouse	v ei l lo use	1	0.7874	n/a	9	5	1.8	2
97.0867	0.2015	97.2882	1	lexical decision	25	word	incongruent	couffin	co uf fi n	1	0.6497	1.96	7	4	1.75	2
99.748	0.2016	99.9496	1	lexical decision	26	word	incongruent	courant	co ur a nt	1	0.5895	79.73	7	4	1.75	2
104.4312	0.2014	104.6327	1	lexical decision	27	word	incongruent	vaisseau	va is sea u	1	0.7542	12.43	8	4	2	2
106.764	0.2014	106.9654	1	lexical decision	28	pseudoword	congruent	tougne	t ou gne	1	0.6024	n/a	6	3	2	1
109.1725	0.2013	109.3738	1	lexical decision	29	pseudoword	congruent	taillance	t a ill an ce	1	0.7478	n/a	9	5	1.8	2
111.8057	0.2013	112.007	1	lexical decision	30	word	congruent	humour	hu m ou r	1	0.6295	16.76	6	4	1.5	2
114.1601	0.2018	114.3618	1	lexical decision	31	word	incongruent	lendemain	le n de m ai n	1	0.6801	149.26	9	6	1.5	3
116.546	0.2015	116.7475	1	lexical decision	32	pseudoword	congruent	aupoune	au p ou ne	1	0.7543	n/a	7	4	1.75	2
118.9289	0.2016	119.1304	1	lexical decision	33	pseudoword	congruent	bitoumeau	b i t ou m eau	1	0.8702	n/a	9	6	1.5	3
121.587	0.2016	121.7885	1	lexical decision	34	pseudoword	incongruent	blauche	b la uc he	0	0.9362	n/a	7	4	1.75	1
123.911	0.2015	124.1125	1	lexical decision	35	word	congruent	entrain	en t r ain	1	0.702	7.97	7	4	1.75	2
126.5253	0.2017	126.727	1	lexical decision	36	pseudoword	incongruent	nange	na nge	1	0.7158	n/a	5	3	1.667	1
131.2119	0.2017	131.4135	1	lexical decision	37	word	incongruent	mondain	mo n dai n	1	0.6752	13.24	7	4	1.75	2
133.8464	0.2022	134.0486	1	lexical decision	38	word	congruent	chiffon	ch i ff on	1	0.6295	18.99	7	4	1.75	2
136.2243	0.2015	136.4258	1	lexical decision	39	pseudoword	congruent	intratait	in t r a t ait	1	0.7696	n/a	9	6	1.5	3
141.1895	0.202	141.3915	1	lexical decision	40	word	incongruent	touchant	to uc ha nt	1	0.6364	9.73	8	4	2	2
143.5276	0.2019	143.7295	1	lexical decision	41	word	incongruent	occurrence	o c cu rre n ce	1	0.6663	7.43	10	6	1.667	3
145.9079	0.2016	146.1095	1	lexical decision	42	word	incongruent	plongeant	plo n g ea nt	1	0.5858	1.28	9	5	1.8	2
148.2669	0.2018	148.4687	1	lexical decision	43	pseudoword	congruent	trympaine	t r ym p ai  ne	1	0.8909	n/a	9	6	1.5	2
150.6447	0.2021	150.8468	1	lexical decision	44	pseudoword	incongruent	enssête	e ns sêt e	1	0.763	n/a	7	4	1.75	2
153.3075	0.2015	153.509	1	lexical decision	45	pseudoword	congruent	coudraince	c ou d r ain ce	1	0.7152	n/a	10	6	1.667	2
155.6843	0.2013	155.8856	1	lexical decision	46	pseudoword	incongruent	neuquant	ne uq ua nt	1	0.6253	n/a	8	4	2	2
157.9991	0.2013	158.2004	1	lexical decision	47	word	congruent	toucher	t ou ch er	1	0.5655	10.14	7	4	1.75	2
160.3245	0.2013	160.5258	1	lexical decision	48	pseudoword	incongruent	détouille	d ét o ui lle	1	0.6131	n/a	9	5	1.8	2
