onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
0.24483083288942	5	5.24483083288942	3	instructions lexical decision	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.4255	0.2014	10.6269	3	lexical decision	1	pseudoword	incongruent	chaimmant	c ha imma nt	1	0.7913	n/a	9	4	2.25	2
12.7946	0.2013	12.9959	3	lexical decision	2	pseudoword	congruent	saillaîte	s a ill aî te	1	0.7031	n/a	9	5	1.8	2
15.1799	0.2013	15.3812	3	lexical decision	3	pseudoword	incongruent	ceinritin	c ei nr i ti n	1	0.7119	n/a	9	6	1.5	3
17.5367	0.2013	17.738	3	lexical decision	4	word	incongruent	gloussant	g lo us sa nt	1	0.709	0.54	9	5	1.8	2
22.5166	0.2015	22.7182	3	lexical decision	5	pseudoword	congruent	enteuillon	en t eu ill on	1	0.721	n/a	10	5	2	3
25.1513	0.2016	25.3529	3	lexical decision	6	word	congruent	boeuf	b oeu f	1	0.6702	21.01	5	3	1.667	1
27.8114	0.2022	28.0137	3	lexical decision	7	word	incongruent	chauffeur	c ha uf fe ur	1	0.6091	49.86	9	5	1.8	2
30.4701	0.2015	30.6716	3	lexical decision	8	pseudoword	incongruent	ennaitose	e nn a it o se	1	0.7243	n/a	9	6	1.5	3
37.4577	0.2025	37.6603	3	lexical decision	9	word	congruent	confondant	c on f on d ant	1	0.7137	0.95	10	6	1.667	3
39.8691	0.202	40.0711	3	lexical decision	10	word	incongruent	souhait	so uha it	1	0.7182	8.65	7	3	2.333	1
42.2315	0.2016	42.4331	3	lexical decision	11	word	incongruent	offensant	o ffe ns a nt	1	0.9778	1.01	9	5	1.8	3
47.2157	0.2015	47.4172	3	lexical decision	12	word	congruent	trousseau	t r ou ss eau	1	0.7056	5.95	9	5	1.8	2
49.5518	0.2015	49.7533	3	lexical decision	13	word	incongruent	bâillement	b âi ll e me nt	1	0.6484	4.19	10	6	1.667	3
52.2329	0.2015	52.4345	3	lexical decision	14	word	congruent	endeuillée	en d eu ill ée	0	1.5712	1.35	10	5	2	3
54.8922	0.2015	55.0936	3	lexical decision	15	word	congruent	inventeur	in v en t eu r	1	0.8019	2.03	9	6	1.5	3
59.5935	0.2021	59.7956	3	lexical decision	16	word	incongruent	honteuse	ho n te use	1	0.6916	22.3	8	4	2	2
61.9916	0.2013	62.1929	3	lexical decision	17	pseudoword	incongruent	fangueuse	fa ng ue u se	1	0.9374	n/a	9	5	1.8	2
64.672	0.2017	64.8737	3	lexical decision	18	pseudoword	incongruent	ovougeade	o vo u g ea de	1	0.74	n/a	9	6	1.5	3
67.3094	0.2013	67.5107	3	lexical decision	19	word	incongruent	bondissant	bo n d is sa nt	1	0.6915	2.77	10	6	1.667	3
69.7054	0.2018	69.9072	3	lexical decision	20	pseudoword	congruent	cheue	ch eue	1	0.9844	n/a	5	2	2.5	1
72.083	0.2014	72.2844	3	lexical decision	21	pseudoword	incongruent	chetant	c he tan t	1	0.8158	n/a	7	4	1.75	2
74.4495	0.2016	74.6511	3	lexical decision	22	pseudoword	incongruent	orrigninse	o r ri gni n se	1	1.3132	n/a	10	6	1.667	3
76.8571	0.2016	77.0588	3	lexical decision	23	pseudoword	congruent	guessier	gu e ss i er	0	0.8416	n/a	8	5	1.6	2
79.4894	0.2016	79.691	3	lexical decision	24	word	incongruent	poignant	po ig na nt	1	0.5834	6.22	8	5	1.6	2
81.8712	0.2018	82.073	3	lexical decision	25	pseudoword	incongruent	ingutient	i ng u t ie nt	1	0.7745	n/a	9	6	1.5	3
86.5351	0.2023	86.7374	3	lexical decision	26	pseudoword	congruent	conteilant	c on t ei l ant	1	0.8215	n/a	10	6	1.667	3
88.9407	0.2015	89.1422	3	lexical decision	27	pseudoword	incongruent	entouillé	e n to ui llé	1	0.7649	n/a	9	5	1.8	3
91.3467	0.2016	91.5483	3	lexical decision	28	pseudoword	congruent	hulour	hu l our	1	0.8369	n/a	6	4	1.5	2
93.73	0.2017	93.9317	3	lexical decision	29	pseudoword	congruent	combache	c om b a che	1	1.0384	n/a	8	5	1.6	2
96.0889	0.2015	96.2904	3	lexical decision	30	word	incongruent	penseuse	pe n se use	1	1.0896	3.92	8	5	1.6	2
101.0746	0.2015	101.2761	3	lexical decision	31	pseudoword	incongruent	pranquain	pra n q ua in	1	0.9139	n/a	9	5	1.8	2
103.4058	0.2015	103.6073	3	lexical decision	32	pseudoword	incongruent	jinge	ji ng e	1	0.8696	n/a	5	3	1.667	1
106.0683	0.2016	106.2699	3	lexical decision	33	pseudoword	incongruent	tanchant	ta nc ha nt	0	0.9001	n/a	8	4	2	2
111.0548	0.2015	111.2564	3	lexical decision	34	word	congruent	louveteau	l ou v e t eau	1	0.7875	2.36	9	6	1.5	3
113.3872	0.2015	113.5887	3	lexical decision	35	word	congruent	étouffant	é t ou ff ant	1	0.5791	7.97	9	5	1.8	3
115.7652	0.2018	115.967	3	lexical decision	36	pseudoword	congruent	fairche	f ai r che	1	0.736	n/a	7	4	1.75	1
118.126	0.2014	118.3274	3	lexical decision	37	pseudoword	incongruent	loueuge	lo ue ug e	1	0.6662	n/a	7	4	1.75	1
123.1096	0.2013	123.3109	3	lexical decision	38	word	congruent	audience	au d i en ce	1	0.8525	9.53	8	5	1.6	2
125.4497	0.2015	125.6512	3	lexical decision	39	word	congruent	continent	c on t i n ent	1	0.7613	15.95	9	6	1.5	3
128.1067	0.2016	128.3083	3	lexical decision	40	word	congruent	emphase	em ph a se	1	0.8994	5.27	7	4	1.75	2
130.4868	0.2017	130.6885	3	lexical decision	41	pseudoword	congruent	cauchette	c au ch ette	1	1.0152	n/a	9	5	1.8	2
133.1498	0.2015	133.3512	3	lexical decision	42	word	incongruent	flambeau	f la mb ea u	1	0.7022	7.09	8	5	1.6	2
135.528	0.2015	135.7295	3	lexical decision	43	pseudoword	congruent	mouquon	m ou qu on	1	0.8009	n/a	7	4	1.75	2
138.186	0.2019	138.3878	3	lexical decision	44	word	congruent	fauteuil	f au t euil	1	0.632	102.03	8	5	1.6	2
140.5658	0.2016	140.7673	3	lexical decision	45	word	incongruent	neuve	ne u ve	1	0.657	113.18	5	3	1.667	1
142.9438	0.2016	143.1454	3	lexical decision	46	word	congruent	gourmande	g ou r m an de	1	0.6121	9.86	9	6	1.5	2
145.3072	0.2015	145.5088	3	lexical decision	47	pseudoword	congruent	consouse	c on s ou se	1	0.7916	n/a	8	5	1.6	2
147.6914	0.2016	147.893	3	lexical decision	48	pseudoword	congruent	sougnemain	s ou gn e m ain	1	0.8553	n/a	10	6	1.667	3
152.6501	0.202	152.852	3	lexical decision	49	word	congruent	poussin	p ou ss in	1	0.6685	3.04	7	4	1.75	2
154.9847	0.2015	155.1862	3	lexical decision	50	word	congruent	tombant	t om b ant	1	0.608	9.12	7	4	1.75	2
157.3644	0.2021	157.5665	3	lexical decision	51	pseudoword	congruent	condein	c on d ein	1	0.6482	n/a	7	4	1.75	2
159.6891	0.2016	159.8907	3	lexical decision	52	word	incongruent	abaissant	a ba is sa nt	1	0.8665	0.27	9	5	1.8	3
162.0071	0.2019	162.209	3	lexical decision	53	word	congruent	couveuse	c ou v eu se	1	0.7654	0.95	8	5	1.6	2
164.4182	0.2013	164.6195	3	lexical decision	54	word	incongruent	fourneau	fo ur n ea u	1	0.7523	15.34	8	5	1.6	2
166.745	0.2013	166.9463	3	lexical decision	55	pseudoword	incongruent	fourmand	fo ur m a nd	1	0.8345	n/a	8	5	1.6	2
169.4245	0.2015	169.626	3	lexical decision	56	pseudoword	incongruent	alaissée	a la is s ée	0	0.9618	n/a	8	5	1.6	3
174.3868	0.2013	174.5881	3	lexical decision	57	word	incongruent	faussaire	fa us sa i re	0	0.8465	1.35	9	5	1.8	2
176.7275	0.2015	176.929	3	lexical decision	58	word	incongruent	fainéante	fa in é a nt e	1	0.9308	1.89	9	6	1.5	3
179.1062	0.2015	179.3076	3	lexical decision	59	pseudoword	congruent	encheupée	en ch eu p ée	1	0.766	n/a	9	5	1.8	3
181.4981	0.2015	181.6996	3	lexical decision	60	word	congruent	repoussant	r e p ou ss ant	1	0.8312	2.57	10	6	1.667	3
183.8457	0.2015	184.0472	3	lexical decision	61	word	incongruent	intendant	i nte n da nt	1	0.8665	4.73	9	5	1.8	3
186.5393	0.2016	186.7409	3	lexical decision	62	pseudoword	congruent	souson	s ou s on	1	0.8308	n/a	6	4	1.5	2
188.8859	0.2015	189.0875	3	lexical decision	63	word	congruent	dansant	d an s ant	1	0.7362	6.89	7	4	1.75	2
191.5677	0.2016	191.7693	3	lexical decision	64	pseudoword	congruent	enquandée	en qu an d ée	1	0.9624	n/a	9	5	1.8	3
194.2232	0.2029	194.4261	3	lexical decision	65	pseudoword	congruent	bonlant	b on l ant	1	0.7738	n/a	7	4	1.75	2
196.604	0.2016	196.8057	3	lexical decision	66	pseudoword	incongruent	condant	co nd an t	1	0.794	n/a	7	4	1.75	2
201.2709	0.2016	201.4725	3	lexical decision	67	pseudoword	congruent	tronchalle	t r on ch a lle	1	0.949	n/a	10	6	1.667	2
203.6066	0.2018	203.8084	3	lexical decision	68	pseudoword	congruent	chirquance	ch i r qu an ce	1	0.9674	n/a	10	6	1.667	2
206.284	0.2015	206.4855	3	lexical decision	69	pseudoword	incongruent	haillai	h ai lla i	1	0.9428	n/a	7	3	2.333	2
208.9439	0.2017	209.1456	3	lexical decision	70	pseudoword	congruent	élanffant	é l an ff ant	1	0.891	n/a	9	5	1.8	3
211.6415	0.2015	211.843	3	lexical decision	71	word	congruent	envieuse	en v i eu se	1	0.7602	1.76	8	5	1.6	2
213.9849	0.2016	214.1865	3	lexical decision	72	pseudoword	congruent	banquace	b an qu a ce	1	1.3407	n/a	8	5	1.6	2
216.6578	0.2013	216.8591	3	lexical decision	73	pseudoword	congruent	châssin	ch â ss in	1	1.4538	n/a	7	4	1.75	2
219.0213	0.2014	219.2227	3	lexical decision	74	pseudoword	incongruent	loutte	lo ut te	1	1.2653	n/a	6	3	2	1
221.4094	0.2014	221.6108	3	lexical decision	75	word	incongruent	hargneuse	h ar g ne use	1	0.9732	9.46	9	5	1.8	2
223.763	0.2013	223.9643	3	lexical decision	76	word	congruent	saison	s ai s on	1	0.5787	49.59	6	4	1.5	2
226.1432	0.2015	226.3446	3	lexical decision	77	word	congruent	intension	in t en s i on	1	0.9163	0	9	6	1.5	3
228.8034	0.2022	229.0057	3	lexical decision	78	word	congruent	enchaînée	en ch aî n ée	1	0.6351	3.11	9	5	1.8	3
231.1817	0.2016	231.3833	3	lexical decision	79	pseudoword	incongruent	queute	que u te	1	0.7158	n/a	6	3	2	1
233.5822	0.2024	233.7846	3	lexical decision	80	pseudoword	incongruent	preinte	pr ei n te	1	0.8633	n/a	7	4	1.75	1
238.5264	0.2015	238.7279	3	lexical decision	81	word	incongruent	beignet	be ig ne t	1	0.6579	2.77	7	4	1.75	2
