onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
7.32162410153251	5	12.3216241015325	1	instructions reading aloud	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.5754	0.2014	17.7768	1	reading aloud	1	pseudoword	congruent	lonteau	l on t eau	0	n/a	n/a	7	4	1.75	2
20.3199	0.2014	20.5213	1	reading aloud	2	word	incongruent	phalange	p ha la n ge	1	0.787	5.2	8	5	1.6	2
24.976	0.2015	25.1775	1	reading aloud	3	word	incongruent	instance	i ns ta n ce	1	0.8359	4.59	8	5	1.6	2
27.4116	0.2015	27.613	1	reading aloud	4	pseudoword	congruent	ceinritin	c ein r i t in	0	n/a	n/a	9	6	1.5	3
34.6976	0.2021	34.8997	1	reading aloud	5	word	congruent	tombant	t om b ant	1	0.8181	9.12	7	4	1.75	2
37.3901	0.2015	37.5916	1	reading aloud	6	pseudoword	incongruent	aivant	a iva nt	1	0.8827	n/a	6	3	2	2
42.0732	0.2022	42.2754	1	reading aloud	7	word	incongruent	humeur	h um e ur	1	0.6454	58.04	6	4	1.5	2
44.8108	0.2015	45.0123	1	reading aloud	8	pseudoword	incongruent	floupeau	f lo up ea u	0	n/a	n/a	8	5	1.6	2
47.5704	0.2015	47.7719	1	reading aloud	9	pseudoword	congruent	jouanre	j ou an re	0	n/a	n/a	7	4	1.75	1
54.5586	0.2015	54.7601	1	reading aloud	10	word	incongruent	conjoint	co n joi nt	1	0.8982	0.95	8	5	1.6	2
56.9698	0.2016	57.1713	1	reading aloud	11	pseudoword	congruent	anloiche	an l oi che	1	0.9674	n/a	8	5	1.6	2
63.9381	0.2013	64.1393	1	reading aloud	12	word	congruent	repoussant	r e p ou ss ant	1	0.772	2.57	10	6	1.667	3
66.3501	0.2013	66.5514	1	reading aloud	13	pseudoword	congruent	bancessant	b an c e ss ant	1	1.2783	n/a	10	6	1.667	3
68.7301	0.2014	68.9315	1	reading aloud	14	pseudoword	congruent	sonffreite	s on ff r ei te	1	1.3901	n/a	10	6	1.667	2
71.1872	0.2013	71.3885	1	reading aloud	15	word	incongruent	pince	pi nc e	1	1.059	14.73	5	3	1.667	1
73.5697	0.2014	73.7711	1	reading aloud	16	word	incongruent	haussement	ha u sse me nt	1	0.9099	5.68	10	5	2	3
76.2289	0.2017	76.4306	1	reading aloud	17	pseudoword	incongruent	détouenant	d ét o ue na nt	0	n/a	n/a	10	6	1.667	3
80.9118	0.2025	81.1143	1	reading aloud	18	pseudoword	congruent	noumon	n ou m on 	1	0.8591	n/a	6	4	1.5	2
83.3494	0.2017	83.551	1	reading aloud	19	word	congruent	naissant	n ai ss ant	1	0.9699	5.61	8	4	2	2
85.7291	0.2027	85.9318	1	reading aloud	20	pseudoword	congruent	fairche	f ai r che	1	0.8923	n/a	7	4	1.75	1
88.4905	0.2015	88.692	1	reading aloud	21	pseudoword	incongruent	confrainte	co n f rai n te	1	0.8628	n/a	10	6	1.667	2
90.8682	0.202	91.0702	1	reading aloud	22	pseudoword	incongruent	poigeain	po ig ea in	1	0.9808	n/a	8	5	1.6	2
93.23	0.2021	93.4321	1	reading aloud	23	pseudoword	congruent	édoulette	é d ou l ette	1	0.8819	n/a	9	6	1.5	3
95.6096	0.2015	95.8111	1	reading aloud	24	pseudoword	incongruent	angrause	a ng ra us e	0	n/a	n/a	8	5	1.6	2
