onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
0.243454546062821	5	5.24345454606282	3	instructions lexical decision	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.446	0.2014	10.6474	3	lexical decision	1	pseudoword	incongruent	sourorant	so u r or a nt	1	0.9859	n/a	9	6	1.5	3
12.799	0.2013	13.0004	3	lexical decision	2	word	incongruent	saillante	s ai lla nt e	1	0.6228	10.07	9	5	1.8	2
15.1534	0.2014	15.3548	3	lexical decision	3	word	congruent	heureuse	heu r eu se	1	0.4863	190	8	4	2	2
17.5316	0.2013	17.7329	3	lexical decision	4	word	incongruent	entendant	e nt e nda nt	1	0.4812	0.74	9	5	1.8	3
19.9098	0.2016	20.1114	3	lexical decision	5	pseudoword	incongruent	chirant	c hi ran t	1	0.5289	n/a	7	4	1.75	2
22.2732	0.2017	22.4749	3	lexical decision	6	word	incongruent	rougissant	ro ug is sa nt	1	0.7805	2.16	10	6	1.667	3
24.651	0.2015	24.8526	3	lexical decision	7	pseudoword	congruent	maillouge	m aill ou ge	1	0.5746	n/a	9	5	1.8	2
27.0379	0.2015	27.2394	3	lexical decision	8	pseudoword	incongruent	imbrante	i mb ra n te	1	0.6067	n/a	8	5	1.6	2
31.6975	0.2015	31.899	3	lexical decision	9	pseudoword	incongruent	bombin	bo m bi n	1	0.633	n/a	6	4	1.5	2
34.0299	0.2017	34.2316	3	lexical decision	10	pseudoword	incongruent	empout	e mpo ut	1	0.5946	n/a	6	3	2	2
36.7107	0.2015	36.9122	3	lexical decision	11	pseudoword	incongruent	chuquon	c huq uo n	1	0.5998	n/a	7	4	1.75	2
39.3676	0.2015	39.5691	3	lexical decision	12	pseudoword	congruent	roeud	r oeud	1	0.5748	n/a	5	2	2.5	1
44.3544	0.2037	44.5581	3	lexical decision	13	pseudoword	incongruent	congon	co n go n	1	0.5289	n/a	6	4	1.5	2
46.6909	0.2017	46.8926	3	lexical decision	14	word	congruent	ampoule	am p ou le	1	0.6884	19.12	7	4	1.75	2
49.0534	0.2017	49.2551	3	lexical decision	15	word	incongruent	confondant	co n fo n da nt	0	0.6159	0.95	10	6	1.667	3
51.7318	0.2015	51.9333	3	lexical decision	16	pseudoword	incongruent	bouquon	bo uq uo n	1	0.6785	n/a	7	4	1.75	2
54.0885	0.2022	54.2906	3	lexical decision	17	word	congruent	noeud	n oeud	1	0.6187	24.26	5	2	2.5	1
