onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
0.23639742751584	5	5.23639742751584	5	instructions reading aloud	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.4267	0.2016	10.6283	5	reading aloud	1	pseudoword	congruent	croiffend	c r oi ff end	1	1.0939	n/a	9	6	1.5	2
12.8911	0.2013	13.0924	5	reading aloud	2	pseudoword	congruent	jouanre	j ou an re	0	n/a	n/a	7	4	1.75	1
15.6581	0.2019	15.86	5	reading aloud	3	word	congruent	rouleau	r ou l eau	1	0.7233	19.19	7	4	1.75	2
18.3292	0.2014	18.5305	5	reading aloud	4	word	incongruent	plaine	p la i ne	1	0.6453	39.86	6	4	1.5	1
28.2046	0.202	28.4066	5	reading aloud	5	pseudoword	incongruent	veillouse	v ei l lo use	1	0.9709	n/a	9	5	1.8	2
30.872	0.2018	31.0738	5	reading aloud	6	word	congruent	croissant	c r oi ss ant	1	0.7534	18.72	9	6	1.5	2
33.2497	0.2021	33.4517	5	reading aloud	7	pseudoword	congruent	gachain	g a ch ain	1	0.7141	n/a	7	4	1.75	2
36.0096	0.2015	36.2111	5	reading aloud	8	word	incongruent	meilleure	me i lle ur e	1	0.6056	86.82	9	5	1.8	2
38.3883	0.2017	38.59	5	reading aloud	9	pseudoword	incongruent	empout	e mpo ut	1	0.7148	n/a	6	3	2	2
40.8516	0.2015	41.0531	5	reading aloud	10	word	congruent	euphorie	eu ph o r ie	1	0.7359	8.11	8	5	1.6	3
43.2312	0.2028	43.4339	5	reading aloud	11	word	incongruent	confident	co nf i de n t	1	0.7293	5.54	9	6	1.5	3
45.5899	0.2015	45.7914	5	reading aloud	12	pseudoword	congruent	entrouille	en t r ou ille	1	0.696	n/a	10	5	2	2
48.2698	0.2015	48.4713	5	reading aloud	13	pseudoword	incongruent	proune	p ro u ne	1	0.7837	n/a	6	4	1.5	1
50.6279	0.2016	50.8295	5	reading aloud	14	word	incongruent	hanche	ha nc he	1	0.6633	32.36	6	2	3	1
53.0102	0.202	53.2122	5	reading aloud	15	pseudoword	congruent	imphongé	im ph on g é	1	0.8564	n/a	8	5	1.6	3
55.7693	0.2015	55.9709	5	reading aloud	16	pseudoword	incongruent	manron	ma n ro n	1	0.7615	n/a	6	4	1.5	2
58.1516	0.2018	58.3534	5	reading aloud	17	pseudoword	incongruent	chossemain	c ho s se ma in	0	n/a	n/a	10	6	1.667	3
60.8098	0.2016	61.0113	5	reading aloud	18	word	congruent	humour	hu m ou r	1	0.6446	16.76	6	4	1.5	2
65.4922	0.2013	65.6935	5	reading aloud	19	word	incongruent	sentant	se n ta nt	1	0.653	2.84	7	4	1.75	2
67.8264	0.2014	68.0278	5	reading aloud	20	word	incongruent	planche	p la nc he	1	0.7183	41.55	7	4	1.75	1
70.2098	0.2014	70.4112	5	reading aloud	21	pseudoword	incongruent	choucetant	c ho uc e ta n t	1	0.815	n/a	10	6	1.667	3
72.5667	0.2013	72.768	5	reading aloud	22	pseudoword	congruent	chanffaim	ch an ff aim	1	0.7069	n/a	9	5	1.8	2
