onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
0.241288622757565	5	5.24128862275757	5	instructions lexical decision	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.5415	0.2018	10.7433	5	lexical decision	1	pseudoword	incongruent	ennoûlant	e nno ûl a nt	0	1.0034	n/a	9	5	1.8	3
15.5082	0.2015	15.7097	5	lexical decision	2	word	congruent	dessein	d e ss ein	1	2.1425	14.86	7	4	1.75	2
18.1533	0.2015	18.3548	5	lexical decision	3	pseudoword	incongruent	ceinritin	c ei nr i ti n	1	1.0074	n/a	9	6	1.5	3
20.4905	0.2019	20.6924	5	lexical decision	4	pseudoword	incongruent	consouse	co n so use	1	0.7823	n/a	8	5	1.6	2
23.1727	0.2019	23.3746	5	lexical decision	5	word	congruent	blaireau	b l ai r eau	1	0.5808	3.78	8	5	1.6	2
25.533	0.2015	25.7345	5	lexical decision	6	pseudoword	congruent	aubluche	au b l u che	1	0.7917	n/a	8	5	1.6	2
27.9126	0.2015	28.114	5	lexical decision	7	word	congruent	haineuse	hai n eu se	1	0.6131	6.42	8	4	2	2
33.175	0.2016	33.3766	5	lexical decision	8	word	congruent	penchant	p en ch ant	1	0.6505	5.27	8	4	2	2
35.5101	0.2016	35.7117	5	lexical decision	9	pseudoword	congruent	mounnon	m ou nn on	1	0.6284	n/a	7	4	1.75	2
42.7972	0.2015	42.9987	5	lexical decision	10	word	congruent	quinte	qu in te	0	0.8252	4.86	6	3	2	1
45.1177	0.2015	45.3193	5	lexical decision	11	word	incongruent	chou	c ho u	1	0.6856	21.96	4	2	2	1
47.4715	0.2014	47.6729	5	lexical decision	12	pseudoword	congruent	accounnant	a cc ou nn ant	1	0.7679	n/a	10	5	2	3
50.151	0.2015	50.3525	5	lexical decision	13	pseudoword	congruent	tanchant	t an ch ant	0	n/a	n/a	8	4	2	2
52.5095	0.2017	52.7112	5	lexical decision	14	pseudoword	incongruent	tanquanse	ta nq ua n se	1	0.3509	n/a	9	5	1.8	2
54.8874	0.2012	55.0887	5	lexical decision	15	pseudoword	incongruent	aitance	a ita nc e	1	0.6538	n/a	7	4	1.75	2
57.5481	0.2014	57.7495	5	lexical decision	16	word	incongruent	pendant	pe n da nt	1	0.5832	12.5	7	4	1.75	2
60.2272	0.2013	60.4284	5	lexical decision	17	pseudoword	congruent	jinge	j in ge	1	0.666	n/a	5	3	1.667	1
62.5901	0.202	62.7921	5	lexical decision	18	pseudoword	incongruent	eussopie	e us s op ie	1	1.777	n/a	8	5	1.6	3
64.9437	0.2016	65.1453	5	lexical decision	19	word	incongruent	souffle	so u ff le	1	0.7774	100.2	7	4	1.75	1
67.6338	0.2029	67.8367	5	lexical decision	20	word	congruent	contraire	c on t r ai re	1	0.6093	126.01	9	6	1.5	2
70.012	0.2015	70.2135	5	lexical decision	21	word	incongruent	choquante	c ho q ua n te	1	1.705	1.69	9	5	1.8	2
72.6699	0.2014	72.8713	5	lexical decision	22	word	congruent	plainte	p l ain te	1	0.5152	26.69	7	4	1.75	1
75.049	0.2017	75.2508	5	lexical decision	23	word	incongruent	tronche	t ro nc he	1	0.444	25.68	7	4	1.75	1
82.3145	0.2015	82.516	5	lexical decision	24	pseudoword	congruent	vanrreau	v an rr eau	1	1.0194	n/a	8	4	2	2
86.9355	0.2015	87.137	5	lexical decision	25	word	incongruent	soucieuse	so uc ie u s e	1	0.7123	16.62	9	6	1.5	2
89.27	0.2015	89.4715	5	lexical decision	26	word	incongruent	saillante	s ai lla nt e	0	0.7839	10.07	9	5	1.8	2
91.9462	0.2015	92.1477	5	lexical decision	27	word	congruent	nymphe	n ym phe	1	0.8636	5.81	6	3	2	1
