onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
0.237720225151861	5	5.23772022515186	3	instructions lexical decision	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.4391	0.2014	10.6405	3	lexical decision	1	word	incongruent	souterrain	so u t err ai n	1	0.6977	13.04	10	6	1.667	3
15.3986	0.2018	15.6005	3	lexical decision	2	pseudoword	incongruent	sonffreite	so n ff re it e	1	0.7121	n/a	10	6	1.667	2
17.7332	0.2021	17.9353	3	lexical decision	3	word	congruent	occurrence	o cc u rr en ce	1	0.6505	7.43	10	6	1.667	3
22.7284	0.2016	22.9299	3	lexical decision	4	pseudoword	congruent	adait	a d ait	1	0.6903	n/a	5	3	1.667	2
25.0659	0.2015	25.2674	3	lexical decision	5	word	congruent	épaulette	é p au l ette	1	0.6516	2.97	9	6	1.5	3
27.409	0.2016	27.6106	3	lexical decision	6	pseudoword	congruent	congon	c on g on	1	0.5845	n/a	6	4	1.5	2
29.7909	0.2017	29.9926	3	lexical decision	7	word	congruent	fourreau	f ou rr eau	1	1.0316	4.32	8	4	2	2
32.1538	0.2017	32.3555	3	lexical decision	8	word	incongruent	bâillement	b âi ll e me nt	1	0.7677	4.19	10	6	1.667	3
34.5334	0.2028	34.7363	3	lexical decision	9	pseudoword	congruent	endombrain	en d om b r ain	1	0.6701	n/a	10	6	1.667	3
36.8873	0.2015	37.0888	3	lexical decision	10	pseudoword	incongruent	vessouillé	v es so ui ll é	1	0.617	n/a	10	6	1.667	3
39.2703	0.2015	39.4719	3	lexical decision	11	word	incongruent	vaillante	v ai l la nte	1	0.6601	8.58	9	5	1.8	2
41.6512	0.2019	41.8531	3	lexical decision	12	word	congruent	orangeade	o r an ge a de	1	0.69	2.03	9	6	1.5	3
44.3118	0.2016	44.5134	3	lexical decision	13	word	incongruent	souffrance	so u ff ra nc e	1	0.6404	47.16	10	6	1.667	2
46.6916	0.202	46.8935	3	lexical decision	14	pseudoword	incongruent	banrraie	ba n rr ai e	1	0.6536	n/a	8	4	2	2
49.0504	0.202	49.2523	3	lexical decision	15	pseudoword	congruent	emblon	em b l on	1	0.7429	n/a	6	4	1.5	2
51.7311	0.2015	51.9327	3	lexical decision	16	word	incongruent	chuchotant	c hu c ho ta nt	1	0.683	1.89	10	6	1.667	3
54.0916	0.2015	54.2932	3	lexical decision	17	word	congruent	émouvante	é m ou v an te	1	0.6735	14.05	9	6	1.5	3
56.4691	0.202	56.671	3	lexical decision	18	word	incongruent	manquant	ma nq ua nt	1	0.5921	2.23	8	4	2	2
59.1272	0.2014	59.3286	3	lexical decision	19	pseudoword	incongruent	gainple	ga i np le	1	0.5999	n/a	7	4	1.75	1
61.8066	0.2018	62.0085	3	lexical decision	20	pseudoword	incongruent	sauhant	sa uha nt	1	0.6913	n/a	7	3	2.333	1
64.4691	0.2013	64.6705	3	lexical decision	21	word	congruent	inquiétant	in qu i é t ant	1	0.5829	20.88	10	6	1.667	3
66.8468	0.2021	67.0489	3	lexical decision	22	pseudoword	congruent	deuillou	d eu ill ou	1	0.5871	n/a	8	4	2	2
72.113	0.2027	72.3157	3	lexical decision	23	pseudoword	congruent	ouplant	ou p l ant	1	0.6868	n/a	7	4	1.75	2
74.747	0.2018	74.9489	3	lexical decision	24	pseudoword	congruent	chougnon	ch ou gn on	1	1.3247	n/a	8	4	2	2
77.1491	0.2017	77.3508	3	lexical decision	25	pseudoword	congruent	bonlant	b on l ant	1	0.9636	n/a	7	4	1.75	2
79.4905	0.2016	79.6921	3	lexical decision	26	pseudoword	incongruent	enquanseur	e nq ua nse ur	1	0.8843	n/a	10	6	1.667	3
82.1539	0.2016	82.3555	3	lexical decision	27	pseudoword	incongruent	chossemain	c ho s se ma in	1	0.7087	n/a	10	6	1.667	3
84.528	0.2016	84.7296	3	lexical decision	28	word	congruent	heureuse	heu r eu se	1	0.5758	190	8	4	2	2
87.2102	0.2017	87.4119	3	lexical decision	29	pseudoword	incongruent	sendampe	se n da mp e	1	0.6894	n/a	8	5	1.6	2
89.8682	0.2016	90.0698	3	lexical decision	30	pseudoword	congruent	chirant	ch i r ant	1	0.7914	n/a	7	4	1.75	2
92.5137	0.202	92.7157	3	lexical decision	31	word	congruent	chatouille	ch a t ou ille	1	0.5919	0.54	10	5	2	2
94.9088	0.2015	95.1103	3	lexical decision	32	word	incongruent	impatient	i mp a t ie nt	1	0.5608	16.76	9	6	1.5	3
97.2786	0.2019	97.4805	3	lexical decision	33	pseudoword	congruent	maubeau	m au b eau	1	0.6188	n/a	7	4	1.75	2
99.6497	0.2015	99.8511	3	lexical decision	34	pseudoword	congruent	chodouille	ch o d ou ille	1	0.6298	n/a	10	5	2	2
104.332	0.2015	104.5335	3	lexical decision	35	word	congruent	honteuse	hon t eu se	1	0.6175	22.3	8	4	2	2
108.9689	0.2013	109.1702	3	lexical decision	36	word	incongruent	souhait	so uha it	1	0.6054	8.65	7	3	2.333	1
111.3064	0.2013	111.5078	3	lexical decision	37	word	incongruent	banquier	ba nq u ie r	1	0.6339	12.7	8	5	1.6	2
113.6862	0.2014	113.8875	3	lexical decision	38	word	congruent	couteau	c ou t eau	1	0.571	52.64	7	4	1.75	2
118.9523	0.2015	119.1538	3	lexical decision	39	word	congruent	envieuse	en v i eu se	1	0.5919	1.76	8	5	1.6	2
121.2867	0.2015	121.4882	3	lexical decision	40	pseudoword	incongruent	manviant	ma n v ia nt	1	0.6395	n/a	8	5	1.6	2
123.6672	0.2015	123.8687	3	lexical decision	41	pseudoword	congruent	enssête	en ss ê te	1	0.651	n/a	7	4	1.75	2
