onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
0.24271933314958	5	5.24271933314958	3	instructions reading aloud	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.4363	0.2016	10.6378	3	reading aloud	1	pseudoword	congruent	canvonant	c an v o nant	1	1.2931	n/a	9	6	1.5	3
12.8915	0.2013	13.0929	3	reading aloud	2	pseudoword	congruent	tougne	t ou gne	1	0.9421	n/a	6	3	2	1
15.3376	0.2018	15.5394	3	reading aloud	3	word	congruent	composant	c om p o s ant	0	n/a	1.49	9	6	1.5	3
17.7313	0.2013	17.9325	3	reading aloud	4	pseudoword	incongruent	bancessant	ba n c es sa nt	0	n/a	n/a	10	6	1.667	3
20.1102	0.2017	20.3119	3	reading aloud	5	word	congruent	néant	n é ant	1	0.7385	23.99	5	3	1.667	2
22.4738	0.2024	22.6761	3	reading aloud	6	word	incongruent	bondissant	bo n d is sa nt	1	0.6654	2.77	10	6	1.667	3
27.7601	0.2016	27.9616	3	reading aloud	7	word	incongruent	vainqueur	v ai n q ue ur	1	0.6426	11.35	9	5	1.8	2
30.471	0.201	30.672	3	reading aloud	8	word	incongruent	sentant	se n ta nt	1	0.5858	2.84	7	4	1.75	2
32.851	0.2015	33.0525	3	reading aloud	9	pseudoword	congruent	angrause	an g r au se	0	n/a	n/a	8	5	1.6	2
35.2327	0.2015	35.4341	3	reading aloud	10	pseudoword	congruent	mantroche	m an t r o che	0	n/a	n/a	9	6	1.5	2
37.8904	0.2019	38.0923	3	reading aloud	11	pseudoword	incongruent	saimeau	sa i me au	1	0.7035	n/a	7	4	1.75	2
40.5492	0.2015	40.7507	3	reading aloud	12	pseudoword	congruent	raite	r ai te	1	0.4884	n/a	5	3	1.667	1
45.5351	0.2016	45.7367	3	reading aloud	13	word	incongruent	plongeuse	p lo n ge u se	0	n/a	3.11	9	6	1.5	2
48.1693	0.2024	48.3717	3	reading aloud	14	pseudoword	congruent	minchant	m in ch ant	1	0.734	n/a	8	4	2	2
53.2365	0.2027	53.4392	3	reading aloud	15	word	congruent	soucieuse	s ou c i eu se	1	0.8652	16.62	9	6	1.5	2
55.6686	0.2016	55.8701	3	reading aloud	16	pseudoword	incongruent	seuge	se ug e	1	0.7521	n/a	5	3	1.667	1
58.35	0.2021	58.552	3	reading aloud	17	word	congruent	blaireau	b l ai r eau	1	0.5505	3.78	8	5	1.6	2
60.71	0.2014	60.9114	3	reading aloud	18	pseudoword	congruent	sonffreite	s on ff r ei te	1	0.9042	n/a	10	6	1.667	2
63.0889	0.2013	63.2902	3	reading aloud	19	word	incongruent	rangement	ra ng e me nt	1	0.7136	2.16	9	6	1.5	3
65.7482	0.2013	65.9495	3	reading aloud	20	pseudoword	congruent	guenquette	gu en qu ette	0	n/a	n/a	10	5	2	2
70.7324	0.2014	70.9339	3	reading aloud	21	word	congruent	tombant	t om b ant	1	0.9773	9.12	7	4	1.75	2
73.1717	0.2016	73.3733	3	reading aloud	22	word	congruent	moustache	m ou s t a che	1	0.797	45.07	9	6	1.5	2
75.5492	0.2015	75.7508	3	reading aloud	23	pseudoword	congruent	loudetain	l ou d e t ain	0	n/a	n/a	9	6	1.5	3
78.0087	0.2015	78.2102	3	reading aloud	24	word	incongruent	enchaînée	e nc ha îné e	1	1.1407	3.11	9	5	1.8	3
80.3891	0.2015	80.5906	3	reading aloud	25	pseudoword	incongruent	proune	p ro u ne	1	0.7435	n/a	6	4	1.5	1
82.7522	0.2016	82.9537	3	reading aloud	26	pseudoword	congruent	soncieuce	s on c i eu ce	0	n/a	n/a	9	6	1.5	2
85.4282	0.2015	85.6297	3	reading aloud	27	pseudoword	incongruent	dapheau	da p hea u	1	0.7203	n/a	7	4	1.75	2
87.7889	0.2015	87.9904	3	reading aloud	28	word	congruent	enceinte	en c ein te	1	0.6243	12.43	8	4	2	2
90.4717	0.2019	90.6736	3	reading aloud	29	word	incongruent	encombrant	e nco m b ra nt	1	0.6604	6.08	10	6	1.667	3
93.2283	0.2016	93.4298	3	reading aloud	30	pseudoword	congruent	lausseur	l au ss eur	1	0.6039	n/a	8	5	1.6	2
95.9087	0.2015	96.1102	3	reading aloud	31	pseudoword	congruent	allachauce	a ll a ch au ce	1	0.9249	n/a	10	6	1.667	3
