onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
7.3212085980922	5	12.3212085980922	1	instructions reading aloud	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.5734	0.2014	17.7748	1	reading aloud	1	pseudoword	incongruent	ransaise	ra ns a is e	0	n/a	n/a	8	5	1.6	2
20.0181	0.2013	20.2194	1	reading aloud	2	word	incongruent	dépouille	d ép o ui lle	1	0.8789	6.62	9	5	1.8	2
22.3718	0.2013	22.573	1	reading aloud	3	word	incongruent	encombrant	e nco m b ra nt	1	0.8251	6.08	10	6	1.667	3
24.7497	0.2017	24.9514	1	reading aloud	4	word	congruent	souhait	s ou hait	1	0.6342	8.65	7	3	2.333	1
27.2131	0.2021	27.4152	1	reading aloud	5	word	incongruent	innocence	in no ce n c e	1	0.7283	20	9	6	1.5	3
29.5913	0.2016	29.7929	1	reading aloud	6	word	incongruent	plongeant	plo n g ea nt	1	0.7218	1.28	9	5	1.8	2
31.9719	0.2018	32.1737	1	reading aloud	7	word	incongruent	couveuse	co u ve use	1	0.8938	0.95	8	5	1.6	2
34.6321	0.2025	34.8346	1	reading aloud	8	word	incongruent	consoeur	co n so e ur	1	0.9769	0.68	8	5	1.6	2
37.2891	0.2015	37.4907	1	reading aloud	9	word	incongruent	houleuse	ho ule us e	1	0.8859	2.16	8	4	2	2
39.6708	0.2015	39.8724	1	reading aloud	10	word	congruent	louveteau	l ou v e t eau	1	0.806	2.36	9	6	1.5	3
42.0502	0.2017	42.252	1	reading aloud	11	pseudoword	incongruent	chaimmant	c ha imma nt	0	n/a	n/a	9	4	2.25	2
44.4131	0.2028	44.6159	1	reading aloud	12	word	congruent	rangement	r an g e m ent	1	0.7155	2.16	9	6	1.5	3
46.7919	0.2015	46.9935	1	reading aloud	13	pseudoword	congruent	moeutien	m oeu t i en	0	n/a	n/a	8	5	1.6	2
49.1489	0.2015	49.3503	1	reading aloud	14	pseudoword	incongruent	hompeule	ho m pe ule	1	1.0143	n/a	8	4	2	2
53.8374	0.2015	54.0389	1	reading aloud	15	pseudoword	incongruent	loudetain	lo u de t ai n	1	1.2489	n/a	9	6	1.5	3
56.2711	0.2021	56.4731	1	reading aloud	16	pseudoword	congruent	dessirrant	d e ss i rr ant	0	n/a	n/a	10	6	1.667	3
58.6518	0.2018	58.8536	1	reading aloud	17	word	congruent	ambiance	am b i an ce	1	0.6472	11.55	8	5	1.6	2
61.1097	0.2015	61.3112	1	reading aloud	18	pseudoword	congruent	bougnet	b ou gn et	1	0.8031	n/a	7	4	1.75	2
63.4884	0.2015	63.6899	1	reading aloud	19	pseudoword	incongruent	cansant	ca ns a nt	1	1.0186	n/a	7	4	1.75	2
65.8483	0.2014	66.0497	1	reading aloud	20	pseudoword	incongruent	trinche	t ri nc he	1	0.8373	n/a	7	4	1.75	1
68.5298	0.2013	68.7311	1	reading aloud	21	pseudoword	congruent	étoupante	é t ou p ante	1	0.9671	n/a	9	6	1.5	3
70.8889	0.2013	71.0903	1	reading aloud	22	pseudoword	incongruent	blondeau	b lo n dea u	1	0.7968	n/a	8	5	1.6	2
73.2669	0.2014	73.4683	1	reading aloud	23	pseudoword	incongruent	banqueur	ba nq ue u r	0	n/a	n/a	8	5	1.6	2
78.2511	0.2018	78.4529	1	reading aloud	24	word	congruent	reine	r ei ne	1	0.8786	33.78	5	3	1.667	1
82.8925	0.2027	83.0952	1	reading aloud	25	word	incongruent	manchot	ma nc ho t	1	0.6822	1.89	7	4	1.75	2
85.6284	0.2014	85.8298	1	reading aloud	26	word	congruent	beignet	b ei gn et	1	0.6447	2.77	7	4	1.75	2
88.0885	0.2016	88.2901	1	reading aloud	27	word	incongruent	gagnant	g ag na nt	1	0.6771	1.89	7	4	1.75	2
93.0724	0.2016	93.274	1	reading aloud	28	pseudoword	incongruent	essant	e ssan t	1	0.9348	n/a	6	3	2	2
98.3093	0.2018	98.5111	1	reading aloud	29	pseudoword	incongruent	quau	qua u	1	0.7692	n/a	4	2	2	1
103.3525	0.2016	103.554	1	reading aloud	30	pseudoword	incongruent	aubluche	a ub l uc he	1	1.118	n/a	8	5	1.6	2
106.0676	0.2016	106.2692	1	reading aloud	31	word	congruent	rousse	r ou sse	1	0.7128	40.41	6	3	2	1
108.7451	0.2021	108.9473	1	reading aloud	32	pseudoword	congruent	raite	r ai te	1	0.7234	n/a	5	3	1.667	1
113.7095	0.2014	113.9109	1	reading aloud	33	word	congruent	train	t r ain	1	0.6591	288.65	5	3	1.667	1
116.345	0.2013	116.5463	1	reading aloud	34	pseudoword	incongruent	gachain	g ac ha in	0	n/a	n/a	7	4	1.75	2
118.7254	0.2013	118.9267	1	reading aloud	35	word	congruent	épaulette	é p au l ette	1	0.6646	2.97	9	6	1.5	3
121.3862	0.2014	121.5877	1	reading aloud	36	pseudoword	congruent	ennionde	en n i on de	0	n/a	n/a	8	5	1.6	2
123.7665	0.2014	123.9679	1	reading aloud	37	pseudoword	congruent	groussant	g r ou ss ant	1	0.6405	n/a	9	5	1.8	2
126.1493	0.2015	126.3508	1	reading aloud	38	pseudoword	incongruent	rangessant	ra ng es sa nt	0	n/a	n/a	10	6	1.667	3
128.5081	0.2017	128.7097	1	reading aloud	39	word	congruent	ascension	a sc en s i on	1	0.8558	8.04	9	6	1.5	3
133.1897	0.2016	133.3913	1	reading aloud	40	pseudoword	congruent	poigeain	p oi ge ain	1	1.6253	n/a	8	5	1.6	2
140.4348	0.2016	140.6364	1	reading aloud	41	word	congruent	maintien	m ain t i en	1	0.7833	10.14	8	5	1.6	2
142.8468	0.2014	143.0483	1	reading aloud	42	pseudoword	congruent	chirant	ch i r ant	1	0.9364	n/a	7	4	1.75	2
