onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
7.33483494784741	5	12.3348349478474	1	instructions lexical decision	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.5634	0.2016	17.765	1	lexical decision	1	pseudoword	congruent	angrause	an g r au se	1	0.7502	n/a	8	5	1.6	2
19.9234	0.2015	20.125	1	lexical decision	2	pseudoword	congruent	breille	b r e ille	1	0.8061	n/a	7	4	1.75	1
22.2718	0.202	22.4739	1	lexical decision	3	pseudoword	incongruent	quinsaide	q ui n sa ide	1	0.7728	n/a	9	5	1.8	2
24.9559	0.2015	25.1574	1	lexical decision	4	word	congruent	poignant	p oi gn ant	1	0.6046	6.22	8	5	1.6	2
27.613	0.2017	27.8147	1	lexical decision	5	pseudoword	congruent	vanchente	v an ch en te	1	0.7064	n/a	9	5	1.8	2
32.567	0.2024	32.7695	1	lexical decision	6	pseudoword	incongruent	trant	t ra nt	1	0.8004	n/a	5	3	1.667	1
34.9643	0.2015	35.1658	1	lexical decision	7	pseudoword	congruent	chanffaim	ch an ff aim	1	0.702	n/a	9	5	1.8	2
37.5914	0.2015	37.793	1	lexical decision	8	word	congruent	inventeur	in v en t eu r	1	0.567	2.03	9	6	1.5	3
42.5753	0.202	42.7773	1	lexical decision	9	word	congruent	envoûtant	en v oû t ant	1	0.6021	1.49	9	5	1.8	3
52.1237	0.2018	52.3256	1	lexical decision	10	word	congruent	manquement	m an qu e m ent	1	0.7015	1.55	10	6	1.667	3
54.4856	0.2015	54.6871	1	lexical decision	11	pseudoword	congruent	aige	ai ge	1	0.9594	n/a	4	2	2	1
56.8255	0.202	57.0275	1	lexical decision	12	word	incongruent	entendant	e nt e nda nt	1	0.6485	0.74	9	5	1.8	3
59.5285	0.2013	59.7298	1	lexical decision	13	word	incongruent	enfantin	e nf a nti n	1	0.6246	31.15	8	5	1.6	3
61.9083	0.2014	62.1098	1	lexical decision	14	word	incongruent	penchant	pe nc ha nt	1	0.5716	5.27	8	4	2	2
64.2701	0.2015	64.4716	1	lexical decision	15	pseudoword	congruent	preinte	p r ein te	1	0.7369	n/a	7	4	1.75	1
66.6491	0.2015	66.8507	1	lexical decision	16	pseudoword	congruent	veincheur	v ein ch eur	1	0.7318	n/a	9	5	1.8	2
69.3106	0.2017	69.5123	1	lexical decision	17	pseudoword	congruent	bauillet	b au ill et	1	0.8543	n/a	8	4	2	2
71.6875	0.2015	71.889	1	lexical decision	18	word	congruent	coût	c oût	1	0.6313	1.35	4	2	2	1
74.0233	0.2016	74.2249	1	lexical decision	19	word	congruent	tranchant	t r an ch ant	1	0.6665	5.27	9	5	1.8	2
81.0365	0.2021	81.2386	1	lexical decision	20	pseudoword	incongruent	érainpant	é rai n pa nt	1	0.8042	n/a	9	5	1.8	3
83.4501	0.2019	83.652	1	lexical decision	21	word	incongruent	touchante	to uc ha n te	1	0.5915	9.73	9	5	1.8	2
85.8292	0.202	86.0312	1	lexical decision	22	pseudoword	congruent	mendain	m en d ain	1	0.6236	n/a	7	4	1.75	2
88.1882	0.2017	88.3899	1	lexical decision	23	word	congruent	montant	m on t ant	1	0.5414	12.84	7	4	1.75	2
90.5655	0.2017	90.7672	1	lexical decision	24	pseudoword	incongruent	tambain	ta m ba in	1	0.6351	n/a	7	4	1.75	2
92.9302	0.2015	93.1317	1	lexical decision	25	pseudoword	incongruent	phadeuge	p ha de u ge	1	0.6464	n/a	8	5	1.6	2
95.3087	0.2017	95.5104	1	lexical decision	26	word	congruent	sentence	s en t en ce	1	0.5358	5.68	8	5	1.6	2
97.6667	0.2016	97.8683	1	lexical decision	27	pseudoword	incongruent	nousse	no us se	1	0.7368	n/a	6	3	2	1
100.3487	0.2015	100.5502	1	lexical decision	28	pseudoword	incongruent	cauchette	ca uc het te	1	0.7077	n/a	9	5	1.8	2
103.007	0.2018	103.2088	1	lexical decision	29	word	incongruent	nymphe	ny mp he	1	0.6384	5.81	6	3	2	1
109.9938	0.2013	110.1951	1	lexical decision	30	word	congruent	naissant	n ai ss ant	1	0.6166	5.61	8	4	2	2
112.344	0.2013	112.5453	1	lexical decision	31	word	congruent	linge	l in ge	0	0.6042	47.3	5	3	1.667	1
114.9672	0.2017	115.1689	1	lexical decision	32	word	incongruent	compagne	co m p ag ne	1	0.675	80	8	5	1.6	2
117.3401	0.2017	117.5418	1	lexical decision	33	pseudoword	congruent	intouteur	in t ou t eur	1	0.705	n/a	9	6	1.5	3
122.3114	0.2015	122.5129	1	lexical decision	34	pseudoword	incongruent	mengement	me ng e me nt	1	0.9476	n/a	9	6	1.5	3
124.9482	0.2019	125.15	1	lexical decision	35	pseudoword	incongruent	pentouet	pe n to ue t	1	0.708	n/a	8	5	1.6	2
127.3238	0.2021	127.5259	1	lexical decision	36	word	incongruent	neige	ne ige	1	0.6592	80.88	5	3	1.667	1
129.9872	0.2015	130.1887	1	lexical decision	37	word	congruent	moucheron	m ou ch e r on	1	0.7068	2.43	9	6	1.5	3
132.3688	0.202	132.5708	1	lexical decision	38	pseudoword	congruent	psougeuse	p s ou g eu se	1	0.7821	n/a	9	6	1.5	2
135.0289	0.2017	135.2306	1	lexical decision	39	word	incongruent	rengaine	re ng a in e	1	0.8721	4.59	8	5	1.6	2
137.371	0.2016	137.5726	1	lexical decision	40	word	incongruent	plaine	p la i ne	1	0.6178	39.86	6	4	1.5	1
139.7662	0.2016	139.9677	1	lexical decision	41	pseudoword	congruent	prouche	p r ou che	1	0.7107	n/a	7	4	1.75	1
142.1475	0.2018	142.3493	1	lexical decision	42	word	incongruent	instant	i ns ta nt	1	0.8312	340.2	7	4	1.75	2
