onset	duration	offset	trial	condition	regularity	frequency	word	correct	response_time	word_freq	nb_letters	nb_phonemes	nb_syllables	imageability
12.5792	0.1853	12.7644	1	word	regular	low	orangeade	1	0.7888	0.94	9	6	3	4.0189
n/a	n/a	n/a	2	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.6273	0.1861	17.8133	3	word	regular	low	postal	1	0.7155	2.19	6	6	2	2.717
20.0081	0.2015	20.2096	4	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	n/a	n/a	5	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.744	0.2025	24.9465	6	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.1069	0.1849	27.2918	7	word	irregular	high	enfer	1	0.6244	25.42	5	4	2	3.6792
n/a	n/a	n/a	8	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.2465	0.1848	32.4312	9	word	irregular	high	chaos	1	0.7628	9.13	5	3	2	2.6792
34.6258	0.1854	34.8112	10	word	irregular	low	clerc	1	0.7485	4.52	5	4	1	3.2264
37.0069	0.1848	37.1918	11	word	irregular	low	tempo	1	0.7357	0.77	5	5	2	2.4717
39.3667	0.1848	39.5515	12	word	regular	low	blaguer	1	0.6297	0.39	7	5	2	2.5849
41.7452	0.1849	41.9301	13	word	irregular	low	faisan	1	0.7323	1	6	4	2	4.5472
44.4063	0.1849	44.5912	14	word	irregular	high	outil	1	0.6126	11.94	5	3	2	4.0755
47.0859	0.1849	47.2708	15	word	irregular	high	moelle	1	0.6361	7.81	6	4	1	3.8868
49.4466	0.1848	49.6314	16	word	regular	high	mer	1	0.6501	216.9	3	3	1	4.7925
52.1237	0.2017	52.3254	17	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
54.485	0.1853	54.6704	18	word	regular	high	bleu	1	0.7484	99.03	4	3	1	4.6226
57.1647	0.1847	57.3495	19	word	irregular	low	placenta	1	0.6304	1.42	8	7	3	3.717
59.5234	0.1847	59.708	20	word	irregular	high	amer	1	0.6842	8.23	4	4	2	2.1698
61.9011	0.1852	62.0863	21	word	regular	high	approche	1	0.5758	42.68	8	5	2	1.7736
64.2639	0.1848	64.4487	22	word	irregular	high	fusil	1	0.695	22.39	5	4	2	4.9434
