onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
0.255365663821067	5	5.25536566382107	3	instructions lexical decision	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.6416	0.2013	10.843	3	lexical decision	1	pseudoword	incongruent	coupeiller	co u p ei lle r	1	0.8381	n/a	10	6	1.667	3
12.9903	0.2014	13.1917	3	lexical decision	2	pseudoword	incongruent	gougue	go ug ue	1	0.6464	n/a	6	3	2	1
15.3578	0.2013	15.5591	3	lexical decision	3	pseudoword	incongruent	chandisson	c ha nd is so n	1	0.759	n/a	10	6	1.667	3
17.7305	0.2013	17.9318	3	lexical decision	4	word	incongruent	honteuse	ho n te use	1	0.7122	22.3	8	4	2	2
22.4111	0.2015	22.6125	3	lexical decision	5	pseudoword	incongruent	heuche	he uc he	1	0.9875	n/a	6	2	3	1
24.8049	0.2017	25.0066	3	lexical decision	6	word	congruent	trousseau	t r ou ss eau	1	0.6635	5.95	9	5	1.8	2
29.5148	0.2014	29.7163	3	lexical decision	7	pseudoword	congruent	moûtant	m oû t ant	1	0.7126	n/a	7	4	1.75	2
31.9278	0.2016	32.1294	3	lexical decision	8	pseudoword	incongruent	maubeau	ma u bea u	1	0.7135	n/a	7	4	1.75	2
34.3302	0.2016	34.5318	3	lexical decision	9	word	congruent	échelle	é ch elle	1	0.9021	31.76	7	4	1.75	2
36.7292	0.2014	36.9307	3	lexical decision	10	pseudoword	congruent	neuquant	n eu qu ant	1	0.685	n/a	8	4	2	2
39.0674	0.2023	39.2697	3	lexical decision	11	word	congruent	grain	g r ain	1	0.6429	35.95	5	3	1.667	1
41.7514	0.2023	41.9537	3	lexical decision	12	pseudoword	congruent	traichant	t r ai ch ant	1	0.8547	n/a	9	5	1.8	2
44.1132	0.2015	44.3147	3	lexical decision	13	word	incongruent	touchante	to uc ha n te	1	0.71	9.73	9	5	1.8	2
46.4893	0.2015	46.6908	3	lexical decision	14	pseudoword	incongruent	mégnant	m ég na nt	1	0.6638	n/a	7	4	1.75	2
48.859	0.2016	49.0606	3	lexical decision	15	word	incongruent	ouvrant	o uv ra nt	1	0.8601	3.18	7	4	1.75	2
