onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
0.243598405504599	5	5.2435984055046	3	instructions lexical decision	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.5609	0.2015	10.7624	3	lexical decision	1	pseudoword	incongruent	entrouille	e nt ro ui lle	1	0.759	n/a	10	5	2	2
12.8927	0.2013	13.094	3	lexical decision	2	pseudoword	incongruent	floupeau	f lo up ea u	1	0.742	n/a	8	5	1.6	2
15.2306	0.2014	15.432	3	lexical decision	3	pseudoword	congruent	chaimmant	ch ai mm ant	1	0.7702	n/a	9	4	2.25	2
17.6286	0.2014	17.83	3	lexical decision	4	pseudoword	incongruent	jouanre	jo ua nr e	1	0.7662	n/a	7	4	1.75	1
20.3236	0.2018	20.5255	3	lexical decision	5	word	incongruent	euphorie	e up h or ie	1	0.6591	8.11	8	5	1.6	3
25.5766	0.2015	25.7781	3	lexical decision	6	word	incongruent	naissance	na is sa n ce	1	0.7271	52.91	9	5	1.8	2
27.9117	0.2015	28.1132	3	lexical decision	7	pseudoword	incongruent	coudraince	co u d rai nc e	1	0.64	n/a	10	6	1.667	2
32.5851	0.202	32.7871	3	lexical decision	8	word	incongruent	bambou	ba m bo u	1	0.6305	6.15	6	4	1.5	2
34.9313	0.2015	35.1328	3	lexical decision	9	pseudoword	incongruent	eussopie	e us s op ie	1	0.6962	n/a	8	5	1.6	3
37.2899	0.2021	37.492	3	lexical decision	10	pseudoword	congruent	veillouse	v e ill ou se	1	0.6077	n/a	9	5	1.8	2
44.5796	0.2015	44.7811	3	lexical decision	11	pseudoword	congruent	blondeau	b l on d eau	1	0.8368	n/a	8	5	1.6	2
46.9419	0.2016	47.1435	3	lexical decision	12	pseudoword	congruent	feutteau	f eu tt eau	1	0.7714	n/a	8	4	2	2
49.6509	0.2015	49.8524	3	lexical decision	13	word	incongruent	contrainte	co n t rai nt e	1	0.5885	5.81	10	6	1.667	2
52.0371	0.2024	52.2395	3	lexical decision	14	word	incongruent	ascension	as ce n s io n	1	0.6572	8.04	9	6	1.5	3
54.6921	0.2018	54.8939	3	lexical decision	15	pseudoword	incongruent	caitiment	ca i t i me nt	1	0.7272	n/a	9	6	1.5	3
57.3494	0.2015	57.5509	3	lexical decision	16	pseudoword	congruent	aitance	ai t an ce	1	0.6489	n/a	7	4	1.75	2
64.6347	0.2015	64.8362	3	lexical decision	17	pseudoword	congruent	nonte	n on te	1	0.6615	n/a	5	3	1.667	1
67.0461	0.2014	67.2475	3	lexical decision	18	pseudoword	congruent	auvaid	au v aid	1	0.677	n/a	6	3	2	2
69.7072	0.2014	69.9085	3	lexical decision	19	pseudoword	congruent	semphle	s em ph le	1	0.647	n/a	7	4	1.75	1
72.0865	0.2014	72.2879	3	lexical decision	20	word	congruent	chauffeur	ch au ff eur	1	0.5305	49.86	9	5	1.8	2
74.4501	0.2015	74.6516	3	lexical decision	21	word	incongruent	meilleure	me i lle ur e	1	0.538	86.82	9	5	1.8	2
76.8277	0.2015	77.0292	3	lexical decision	22	word	congruent	noeud	n oeud	1	0.5833	24.26	5	2	2.5	1
79.1887	0.2022	79.3908	3	lexical decision	23	pseudoword	congruent	huloeu	hu l oeu	1	0.6163	n/a	6	3	2	2
81.5704	0.2015	81.7719	3	lexical decision	24	pseudoword	congruent	saillaîte	s a ill aî te	1	0.6226	n/a	9	5	1.8	2
83.8994	0.2015	84.1009	3	lexical decision	25	pseudoword	congruent	allachauce	a ll a ch au ce	1	0.6765	n/a	10	6	1.667	3
86.3077	0.2015	86.5093	3	lexical decision	26	word	congruent	saillante	s a ill an te	1	1.2591	10.07	9	5	1.8	2
88.938	0.2015	89.1395	3	lexical decision	27	word	incongruent	laineux	la i ne ux	0	1.0738	1.89	7	4	1.75	2
91.3491	0.2015	91.5506	3	lexical decision	28	word	congruent	bondissant	b on d i ss ant	1	0.8048	2.77	10	6	1.667	3
93.7302	0.2018	93.9321	3	lexical decision	29	pseudoword	congruent	ascenmance	a sc en m an ce	1	0.7095	n/a	10	6	1.667	3
96.0879	0.2015	96.2894	3	lexical decision	30	pseudoword	congruent	gougue	g ou gue	1	0.6829	n/a	6	3	2	1
98.4671	0.2019	98.669	3	lexical decision	31	pseudoword	congruent	haumeur	hau m eur	1	1.0086	n/a	7	4	1.75	2
101.1283	0.2015	101.3298	3	lexical decision	32	pseudoword	congruent	preinte	p r ein te	1	0.8185	n/a	7	4	1.75	1
103.5074	0.2017	103.709	3	lexical decision	33	word	congruent	blanquette	b l an qu ette	1	0.5574	1.01	10	6	1.667	2
105.8723	0.2015	106.0738	3	lexical decision	34	word	congruent	fondant	f on d ant	1	0.6554	2.7	7	4	1.75	2
110.8515	0.2016	111.0532	3	lexical decision	35	pseudoword	congruent	condein	c on d ein	1	0.65	n/a	7	4	1.75	2
113.4858	0.2015	113.6872	3	lexical decision	36	pseudoword	congruent	nuant	n u ant	1	1.1978	n/a	5	3	1.667	2
115.8012	0.2013	116.0025	3	lexical decision	37	word	incongruent	franche	f ra nc he	1	0.7333	23.45	7	4	1.75	1
118.4266	0.2013	118.6279	3	lexical decision	38	word	congruent	emphase	em ph a se	1	0.693	5.27	7	4	1.75	2
121.0509	0.2013	121.2522	3	lexical decision	39	word	congruent	fourche	f ou r che	1	0.6827	8.18	7	4	1.75	1
123.3657	0.2014	123.5671	3	lexical decision	40	word	incongruent	honteuse	ho n te use	1	0.7098	22.3	8	4	2	2
125.7464	0.2017	125.9481	3	lexical decision	41	pseudoword	incongruent	assagnin	as sa gni n	1	0.7519	n/a	8	5	1.6	3
128.1074	0.2016	128.309	3	lexical decision	42	pseudoword	incongruent	pranquain	pra n q ua in	1	0.695	n/a	9	5	1.8	2
130.4842	0.2017	130.6859	3	lexical decision	43	pseudoword	congruent	échille	é ch ille	1	0.9131	n/a	7	4	1.75	2
135.4493	0.2015	135.6507	3	lexical decision	44	word	congruent	train	t r ain	1	0.5911	288.65	5	3	1.667	1
