onset	duration	offset	trial	condition	regularity	frequency	word	correct	response_time	word_freq	nb_letters	nb_phonemes	nb_syllables	imageability
12.5538	0.2014	12.7552	1	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	n/a	n/a	2	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	n/a	n/a	3	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.389	0.1846	20.5736	4	word	regular	high	forêt	1	0.946	72.39	5	4	2	4.8679
23.0649	0.1849	23.2498	5	word	irregular	low	pouls	1	0.8646	5.06	5	2	1	3.1887
n/a	n/a	n/a	6	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.8068	0.1857	27.9925	7	word	regular	high	aveu	1	0.9369	10.52	4	3	2	1.6226
30.1863	0.1849	30.3712	8	word	regular	high	jaloux	1	0.9748	12.42	6	4	2	2.4151
32.5466	0.1849	32.7315	9	word	regular	high	marin	1	0.8073	22.03	5	4	2	4.6226
34.9265	0.1854	35.1119	10	word	irregular	high	porc	1	0.8976	7.84	4	3	1	4.9434
37.2857	0.1849	37.4705	11	word	irregular	high	gentil	1	0.6461	22.65	6	4	2	2.434
39.6668	0.1848	39.8516	12	word	irregular	low	dot	0	n/a	3.1	3	3	1	2.1509
42.0464	0.1854	42.2318	13	word	irregular	high	mille	1	0.754	124.9	5	3	1	2.5849
n/a	n/a	n/a	14	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	n/a	n/a	15	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.7435	0.2016	49.945	16	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.1251	0.1854	52.3105	17	word	irregular	low	barman	1	0.9073	5.13	6	6	2	4.6792
n/a	n/a	n/a	18	fixation	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.443	0.2015	57.6445	19	checker	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
59.8267	0.1849	60.0116	20	word	irregular	low	laser	1	0.8246	0.77	5	5	2	4.3585
62.2066	0.185	62.3915	21	word	irregular	high	net	1	0.9041	29.26	3	3	1	2.6226
64.8645	0.1846	65.0491	22	word	irregular	low	bacille	1	0.7053	1.74	7	5	2	3.0189
67.5244	0.1846	67.709	23	word	irregular	low	transat	1	0.6659	0.52	7	6	2	4.6226
69.904	0.1846	70.0887	24	word	regular	high	mer	1	0.7958	216.9	3	3	1	4.7925
72.5632	0.1846	72.7479	25	word	regular	high	malin	1	0.5459	11.29	5	4	2	2.0943
75.244	0.1847	75.4287	26	word	irregular	high	écho	1	0.6504	26.48	4	3	2	2.7547
77.6051	0.1848	77.79	27	word	regular	high	taper	1	0.8671	10	5	4	2	3.8113
79.9846	0.1856	80.1702	28	word	irregular	low	faisan	0	n/a	1	6	4	2	4.5472
82.3658	0.1848	82.5506	29	word	irregular	low	croc	1	0.9107	1.32	4	3	1	4.2264
