onset	duration	offset	block	task	trial	lexicality	congruency	stimulus	stimulus_spaced	correct	response_time	word_freq	nb_letters	nb_phonemes	ratio	nb_syllables
0.259661892248914	5	5.25966189224891	5	instructions lexical decision	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.5569	0.2014	10.7582	5	lexical decision	1	pseudoword	incongruent	enssête	e ns sêt e	1	0.7679	n/a	7	4	1.75	2
13.1931	0.2004	13.3936	5	lexical decision	2	pseudoword	incongruent	banquin	ba nq ui n	1	0.7394	n/a	7	4	1.75	2
18.1544	0.2013	18.3557	5	lexical decision	3	pseudoword	congruent	rymphe	r ym phe	1	0.6212	n/a	6	3	2	1
23.0963	0.2015	23.2978	5	lexical decision	4	word	congruent	baleineau	b a l ei n eau	1	0.8092	0	9	6	1.5	3
25.4294	0.2021	25.6315	5	lexical decision	5	pseudoword	congruent	batougne	ba t ou gne	1	0.7431	n/a	8	5	1.6	2
32.718	0.2016	32.9197	5	lexical decision	6	pseudoword	congruent	seuge	s eu ge	1	0.8503	n/a	5	3	1.667	1
35.0695	0.2015	35.271	5	lexical decision	7	pseudoword	congruent	anloiche	an l oi che	1	0.6198	n/a	8	5	1.6	2
37.6962	0.2015	37.8977	5	lexical decision	8	word	incongruent	abaissant	a ba is sa nt	1	0.8351	0.27	9	5	1.8	3
40.0657	0.2016	40.2673	5	lexical decision	9	pseudoword	congruent	chetant	ch e t ant	1	0.6384	n/a	7	4	1.75	2
42.4312	0.2015	42.6327	5	lexical decision	10	word	incongruent	embrouille	e mb ro ui lle	1	0.633	4.39	10	5	2	2
45.1081	0.2015	45.3096	5	lexical decision	11	word	incongruent	gain	gai n	1	0.709	5.88	4	2	2	1
47.77	0.203	47.973	5	lexical decision	12	word	congruent	singe	s in ge	1	0.6241	22.57	5	3	1.667	1
50.151	0.2016	50.3526	5	lexical decision	13	pseudoword	incongruent	noussante	no us sa n te	1	0.859	n/a	9	5	1.8	2
52.5097	0.2015	52.7112	5	lexical decision	14	pseudoword	incongruent	pouffler	po uf f l er	1	0.7533	n/a	8	5	1.6	2
55.1916	0.2015	55.3931	5	lexical decision	15	word	incongruent	symphonie	sy m p ho n ie	1	0.6253	5.54	9	6	1.5	3
59.8542	0.2022	60.0565	5	lexical decision	16	word	incongruent	poignant	po ig na nt	1	0.7146	6.22	8	5	1.6	2
62.23	0.2013	62.4313	5	lexical decision	17	pseudoword	congruent	choupache	ch ou p a che	1	0.7149	n/a	9	5	1.8	2
64.5703	0.2016	64.7718	5	lexical decision	18	pseudoword	incongruent	tanquanse	ta nq ua n se	1	0.6906	n/a	9	5	1.8	2
66.9473	0.2013	67.1486	5	lexical decision	19	word	incongruent	guerrier	g u er rie r	1	0.8414	10	8	5	1.6	2
69.3072	0.2012	69.5085	5	lexical decision	20	pseudoword	congruent	mougnette	m ou gn ette	1	0.9126	n/a	9	5	1.8	2
71.6882	0.2014	71.8896	5	lexical decision	21	word	congruent	saignant	s ai gn ant	1	0.8354	4.32	8	4	2	2
74.016	0.202	74.218	5	lexical decision	22	pseudoword	congruent	chincedant	ch in c e d ant	1	0.6547	n/a	10	6	1.667	3
76.7278	0.2016	76.9294	5	lexical decision	23	word	incongruent	flambeau	f la mb ea u	1	0.5617	7.09	8	5	1.6	2
79.0654	0.2015	79.267	5	lexical decision	24	word	incongruent	rangement	ra ng e me nt	1	0.5572	2.16	9	6	1.5	3
81.4698	0.2017	81.6715	5	lexical decision	25	word	congruent	fourchette	f ou r ch ette	1	0.6207	14.19	10	6	1.667	2
83.85	0.2022	84.0523	5	lexical decision	26	word	incongruent	euphorie	e up h or ie	1	0.6913	8.11	8	5	1.6	3
